account id,product code,opening date,reporting period,period balance,£ withdrawal,£ receipt,£ internal transfer,interest rate,account tenure (months)
P001-2023-06-0001,P001,2023-06-08,2023-11,4767.99,279.73,167.93,36.78,0.03216,6
P001-2023-06-0001,P001,2023-06-08,2023-12,4459.7,252.2,0.0,56.1,0.03641,7
P001-2023-06-0001,P001,2023-06-08,2024-01,4048.3,311.46,21.7,121.63,0.03088,8
P001-2023-06-0001,P001,2023-06-08,2024-02,3948.18,235.45,135.33,0.0,0.03459,9
P001-2023-06-0001,P001,2023-06-08,2024-03,3624.07,442.08,203.94,85.97,0.0359,10
P001-2023-06-0001,P001,2023-06-08,2024-04,3467.9,307.47,176.78,25.49,0.03723,11
P001-2023-06-0001,P001,2023-06-08,2024-05,3527.95,85.49,207.35,61.81,0.02991,12
P001-2023-06-0001,P001,2023-06-08,2024-06,3361.05,291.15,223.76,99.51,0.03221,13
P001-2023-06-0001,P001,2023-06-08,2024-07,3391.32,83.49,129.94,16.19,0.02728,14
P001-2023-06-0001,P001,2023-06-08,2024-08,3344.19,100.34,88.25,35.02,0.03391,15
P001-2023-06-0001,P001,2023-06-08,2024-09,3128.47,316.56,154.64,53.8,0.02999,16
P001-2023-06-0001,P001,2023-06-08,2024-10,2949.72,226.55,129.65,81.85,0.03291,17
P001-2023-06-0001,P001,2023-06-08,2024-11,2992.51,37.03,152.85,73.03,0.03023,18
P001-2023-06-0001,P001,2023-06-08,2024-12,2763.53,252.61,85.53,61.9,0.03454,19
P001-2023-06-0001,P001,2023-06-08,2025-01,2771.22,94.24,125.48,23.56,0.0327,20
P001-2023-06-0001,P001,2023-06-08,2025-02,2834.96,78.27,166.26,24.25,0.03315,21
P001-2023-06-0001,P001,2023-06-08,2025-03,2662.15,187.3,66.78,52.29,0.02977,22
P001-2023-06-0001,P001,2023-06-08,2025-04,2545.92,226.96,152.1,41.37,0.03599,23
P001-2023-06-0001,P001,2023-06-08,2025-05,2256.83,275.28,0.0,13.81,0.03138,24
P001-2023-06-0002,P001,2023-06-03,2023-06,11119.54,132.88,166.27,22.87,0.02719,1
P001-2023-06-0002,P001,2023-06-03,2023-07,11429.87,195.89,506.22,0.0,0.03357,2
P001-2023-06-0002,P001,2023-06-03,2023-08,10935.49,926.49,562.21,130.1,0.03058,3
P001-2023-06-0002,P001,2023-06-03,2023-09,10974.17,424.95,553.35,89.71,0.03269,4
P001-2023-06-0002,P001,2023-06-03,2023-10,10416.12,830.03,352.55,80.57,0.03446,5
P001-2023-06-0003,P001,2023-06-13,2023-06,7941.65,171.2,1.13,0.0,0.03449,1
P001-2023-06-0003,P001,2023-06-13,2023-07,7874.6,408.63,436.7,95.12,0.02997,2
P001-2023-06-0003,P001,2023-06-13,2023-08,7300.45,792.24,304.1,86.0,0.03598,3
P001-2023-06-0003,P001,2023-06-13,2023-09,7085.92,243.51,75.85,46.87,0.03022,4
P001-2023-06-0003,P001,2023-06-13,2023-10,6664.81,508.66,87.56,0.0,0.03716,5
P001-2023-06-0003,P001,2023-06-13,2023-11,6075.53,585.5,22.54,26.33,0.03161,6
P001-2023-06-0003,P001,2023-06-13,2023-12,5747.27,442.52,163.52,49.26,0.02879,7
P001-2023-06-0003,P001,2023-06-13,2024-01,5843.23,285.73,381.69,0.0,0.03309,8
P001-2023-06-0003,P001,2023-06-13,2024-02,5738.65,417.8,363.99,50.77,0.03101,9
P001-2023-06-0003,P001,2023-06-13,2024-03,5783.73,356.26,467.93,66.58,0.03785,10
P001-2023-06-0003,P001,2023-06-13,2024-04,5635.08,342.54,269.88,75.99,0.02946,11
P001-2023-06-0003,P001,2023-06-13,2024-05,5455.37,149.21,0.0,30.5,0.02723,12
P001-2023-06-0003,P001,2023-06-13,2024-06,5550.87,169.87,338.89,73.52,0.03781,13
P001-2023-06-0003,P001,2023-06-13,2024-07,5320.64,436.16,242.61,36.68,0.03115,14
P001-2023-06-0003,P001,2023-06-13,2024-08,4735.19,733.88,213.5,65.08,0.02857,15
P001-2023-06-0003,P001,2023-06-13,2024-09,4664.27,276.04,244.41,39.28,0.03227,16
P001-2023-06-0003,P001,2023-06-13,2024-10,4301.15,372.99,107.13,97.26,0.03329,17
P001-2023-06-0004,P001,2023-06-03,2023-06,5758.06,536.17,205.95,0.0,0.03336,1
P001-2023-06-0005,P001,2023-06-08,2023-06,10527.09,1193.34,119.42,224.11,0.02603,1
P001-2023-06-0005,P001,2023-06-08,2023-07,9707.04,459.98,0.0,360.07,0.02749,2
P001-2023-06-0005,P001,2023-06-08,2023-08,9989.55,127.85,478.57,68.21,0.03032,3
P001-2023-06-0005,P001,2023-06-08,2023-09,9677.81,702.66,557.58,166.66,0.03174,4
P001-2023-06-0005,P001,2023-06-08,2023-10,10070.34,299.0,702.4,10.87,0.03469,5
P001-2023-06-0005,P001,2023-06-08,2023-11,10038.14,470.53,685.55,247.23,0.03143,6
P001-2023-06-0005,P001,2023-06-08,2023-12,10254.55,493.34,715.66,5.91,0.03277,7
P001-2023-06-0005,P001,2023-06-08,2024-01,9484.93,811.38,89.06,47.3,0.03336,8
P001-2023-06-0005,P001,2023-06-08,2024-02,9609.42,89.21,230.19,16.48,0.02482,9
P001-2023-06-0005,P001,2023-06-08,2024-03,9298.79,530.67,335.68,115.64,0.03146,10
P001-2023-06-0005,P001,2023-06-08,2024-04,8983.9,665.34,495.19,144.74,0.03412,11
P001-2023-06-0005,P001,2023-06-08,2024-05,8849.19,456.27,343.71,22.14,0.03811,12
P001-2023-06-0005,P001,2023-06-08,2024-06,8415.6,512.19,196.66,118.07,0.02827,13
P001-2023-06-0005,P001,2023-06-08,2024-07,8141.4,691.61,488.14,70.72,0.0297,14
P001-2023-06-0005,P001,2023-06-08,2024-08,8286.99,134.79,356.26,75.88,0.03365,15
P001-2023-06-0005,P001,2023-06-08,2024-09,8320.8,135.54,362.94,193.6,0.0293,16
P001-2023-06-0005,P001,2023-06-08,2024-10,8714.12,0.0,393.32,0.0,0.03124,17
P001-2023-06-0005,P001,2023-06-08,2024-11,8142.2,1044.99,473.07,0.0,0.02878,18
P001-2023-06-0005,P001,2023-06-08,2024-12,8438.6,189.95,588.05,101.7,0.03271,19
P001-2023-06-0005,P001,2023-06-08,2025-01,8120.41,399.08,121.34,40.46,0.02704,20
P001-2023-06-0005,P001,2023-06-08,2025-02,7509.86,612.78,36.55,34.31,0.03272,21
P001-2023-06-0005,P001,2023-06-08,2025-03,7009.74,572.51,204.78,132.39,0.03012,22
P001-2023-06-0006,P001,2023-06-02,2023-06,2293.47,161.51,46.52,0.0,0.03361,1
P001-2023-06-0006,P001,2023-06-02,2023-07,2111.17,186.72,32.91,28.48,0.02958,2
P001-2023-06-0006,P001,2023-06-02,2023-08,2021.52,128.7,65.84,26.79,0.03635,3
P001-2023-06-0006,P001,2023-06-02,2023-09,1936.73,96.33,59.29,47.76,0.03341,4
P001-2023-06-0006,P001,2023-06-02,2023-10,1800.75,264.32,139.87,11.52,0.02476,5
P001-2023-06-0006,P001,2023-06-02,2023-11,1764.69,97.78,61.72,0.0,0.03107,6
P001-2023-06-0006,P001,2023-06-02,2023-12,1585.77,142.9,17.84,53.87,0.03357,7
P001-2023-06-0006,P001,2023-06-02,2024-01,1520.28,124.42,58.93,0.0,0.03099,8
P001-2023-06-0006,P001,2023-06-02,2024-02,1513.44,83.27,117.0,40.56,0.03083,9
P001-2023-06-0006,P001,2023-06-02,2024-03,1514.48,51.35,70.21,17.82,0.03376,10
P001-2023-06-0006,P001,2023-06-02,2024-04,1432.26,90.07,9.33,1.48,0.03103,11
P001-2023-06-0006,P001,2023-06-02,2024-05,1402.95,16.51,8.43,21.23,0.03176,12
P001-2023-06-0006,P001,2023-06-02,2024-06,1381.44,95.64,78.14,4.01,0.02431,13
P001-2023-06-0006,P001,2023-06-02,2024-07,1245.1,181.63,64.91,19.62,0.03451,14
P001-2023-06-0006,P001,2023-06-02,2024-08,1189.15,98.05,70.14,28.04,0.0315,15
P001-2023-06-0006,P001,2023-06-02,2024-09,1096.05,99.56,36.17,29.71,0.03069,16
P001-2023-06-0006,P001,2023-06-02,2024-10,1067.7,57.68,50.73,21.4,0.03073,17
P001-2023-06-0006,P001,2023-06-02,2024-11,1093.31,0.0,26.0,0.39,0.02952,18
P001-2023-06-0006,P001,2023-06-02,2024-12,1103.82,57.56,68.07,0.0,0.0314,19
P001-2023-06-0006,P001,2023-06-02,2025-01,1073.15,36.08,22.61,17.2,0.03515,20
P001-2023-06-0006,P001,2023-06-02,2025-02,1028.8,86.98,42.63,0.0,0.03394,21
P001-2023-06-0007,P001,2023-06-11,2023-06,3300.32,43.85,52.51,56.44,0.03137,1
P001-2023-06-0007,P001,2023-06-11,2023-07,3116.28,309.7,125.66,0.0,0.02893,2
P001-2023-06-0007,P001,2023-06-11,2023-08,3063.53,213.4,215.72,55.07,0.02923,3
P001-2023-06-0007,P001,2023-06-11,2023-09,2976.9,189.17,149.98,47.45,0.02864,4
P001-2023-06-0007,P001,2023-06-11,2023-10,2803.52,248.07,128.49,53.79,0.03283,5
P001-2023-06-0007,P001,2023-06-11,2023-11,2703.72,268.11,168.31,0.0,0.02526,6
P001-2023-06-0007,P001,2023-06-11,2023-12,2513.18,308.03,158.48,41.0,0.0323,7
P001-2023-06-0007,P001,2023-06-11,2024-01,2486.06,128.23,101.1,0.0,0.02932,8
P001-2023-06-0007,P001,2023-06-11,2024-02,2515.38,80.48,155.93,46.12,0.03736,9
P001-2023-06-0007,P001,2023-06-11,2024-03,2436.23,198.87,163.48,43.77,0.03333,10
P001-2023-06-0007,P001,2023-06-11,2024-04,2283.68,152.29,10.54,10.81,0.03302,11
P001-2023-06-0007,P001,2023-06-11,2024-05,2195.19,230.14,170.32,28.66,0.03705,12
P001-2023-06-0007,P001,2023-06-11,2024-06,2201.53,59.7,96.71,30.67,0.03204,13
P001-2023-06-0007,P001,2023-06-11,2024-07,2098.92,126.83,85.81,61.59,0.02809,14
P001-2023-06-0007,P001,2023-06-11,2024-08,2047.87,128.72,94.4,16.73,0.03203,15
P001-2023-06-0007,P001,2023-06-11,2024-09,2022.22,46.06,51.36,30.95,0.03155,16
P001-2023-06-0007,P001,2023-06-11,2024-10,1874.77,181.74,75.93,41.64,0.02664,17
P001-2023-06-0007,P001,2023-06-11,2024-11,1841.33,51.54,43.31,25.21,0.03212,18
P001-2023-06-0007,P001,2023-06-11,2024-12,1852.32,103.18,114.16,0.0,0.03586,19
P001-2023-06-0007,P001,2023-06-11,2025-01,1816.69,79.03,66.61,23.21,0.03265,20
P001-2023-06-0007,P001,2023-06-11,2025-02,1790.98,87.09,83.98,22.6,0.03012,21
P001-2023-06-0007,P001,2023-06-11,2025-03,1660.67,184.71,54.4,0.0,0.02858,22
P001-2023-06-0007,P001,2023-06-11,2025-04,1612.23,101.18,67.39,14.65,0.02641,23
P001-2023-06-0007,P001,2023-06-11,2025-05,1517.23,172.26,77.26,0.0,0.02398,24
P001-2023-06-0007,P001,2023-06-11,2025-06,1437.77,76.18,33.55,36.83,0.02974,25
P001-2023-06-0008,P001,2023-06-10,2023-06,2694.55,197.59,113.54,40.17,0.03284,1
P001-2023-06-0008,P001,2023-06-10,2023-07,2678.96,45.08,54.86,25.37,0.034,2
P001-2023-06-0008,P001,2023-06-10,2023-08,2761.88,52.87,151.68,15.89,0.02992,3
P001-2023-06-0008,P001,2023-06-10,2023-09,2757.94,82.2,125.88,47.62,0.03186,4
P001-2023-06-0008,P001,2023-06-10,2023-10,2574.28,164.46,2.28,21.49,0.02632,5
P001-2023-06-0008,P001,2023-06-10,2023-11,2461.22,227.64,114.58,0.0,0.03192,6
P001-2023-06-0008,P001,2023-06-10,2023-12,2320.3,239.6,112.67,14.0,0.02872,7
P001-2023-06-0008,P001,2023-06-10,2024-01,2260.33,100.4,54.15,13.73,0.02689,8
P001-2023-06-0008,P001,2023-06-10,2024-02,2305.29,89.78,137.85,3.11,0.03106,9
P001-2023-06-0008,P001,2023-06-10,2024-03,2250.41,145.41,110.18,19.65,0.02739,10
P001-2023-06-0008,P001,2023-06-10,2024-04,2313.35,119.8,182.75,0.0,0.03013,11
P001-2023-06-0008,P001,2023-06-10,2024-05,2168.76,166.36,57.75,35.99,0.02877,12
P001-2023-06-0008,P001,2023-06-10,2024-06,2048.97,223.58,136.96,33.17,0.03496,13
P001-2023-06-0008,P001,2023-06-10,2024-07,2025.33,69.64,68.93,22.93,0.02636,14
P001-2023-06-0008,P001,2023-06-10,2024-08,2042.74,111.21,157.25,28.63,0.0315,15
P001-2023-06-0008,P001,2023-06-10,2024-09,1930.42,150.04,81.96,44.23,0.03223,16
P001-2023-06-0008,P001,2023-06-10,2024-10,1963.62,49.18,99.98,17.61,0.03293,17
P001-2023-06-0009,P001,2023-06-11,2023-06,3667.05,336.83,172.05,57.99,0.0346,1
P001-2023-06-0009,P001,2023-06-11,2023-07,3530.67,256.97,120.59,0.0,0.03287,2
P001-2023-06-0009,P001,2023-06-11,2023-08,3238.34,259.69,19.53,52.17,0.02105,3
P001-2023-06-0009,P001,2023-06-11,2023-09,3204.35,147.28,218.3,105.02,0.02986,4
P001-2023-06-0009,P001,2023-06-11,2023-10,3231.28,204.86,231.79,0.0,0.03322,5
P001-2023-06-0009,P001,2023-06-11,2023-11,3094.93,169.08,41.05,8.33,0.03189,6
P001-2023-06-0009,P001,2023-06-11,2023-12,2987.53,175.84,106.29,37.85,0.0321,7
P001-2023-06-0009,P001,2023-06-11,2024-01,2748.98,278.26,57.27,17.56,0.029,8
P001-2023-06-0009,P001,2023-06-11,2024-02,2811.92,38.7,135.44,33.8,0.03333,9
P001-2023-06-0009,P001,2023-06-11,2024-03,2872.25,50.25,148.02,37.43,0.03312,10
P001-2023-06-0009,P001,2023-06-11,2024-04,2785.3,130.73,97.51,53.73,0.03381,11
P001-2023-06-0009,P001,2023-06-11,2024-05,2774.32,157.95,184.65,37.68,0.03738,12
P001-2023-06-0009,P001,2023-06-11,2024-06,2631.43,235.02,118.23,26.1,0.03236,13
P001-2023-06-0009,P001,2023-06-11,2024-07,2576.66,158.12,138.62,35.27,0.03076,14
P001-2023-06-0009,P001,2023-06-11,2024-08,2534.82,183.88,142.04,0.0,0.03088,15
P001-2023-06-0009,P001,2023-06-11,2024-09,2479.69,72.62,17.49,0.0,0.0305,16
P001-2023-06-0009,P001,2023-06-11,2024-10,2334.06,194.88,82.48,33.22,0.03118,17
P001-2023-06-0009,P001,2023-06-11,2024-11,2441.35,0.0,122.12,14.83,0.03323,18
P001-2023-06-0009,P001,2023-06-11,2024-12,2262.32,223.06,97.43,53.41,0.03211,19
P001-2023-06-0009,P001,2023-06-11,2025-01,2252.26,99.91,112.44,22.59,0.0305,20
P001-2023-06-0009,P001,2023-06-11,2025-02,2196.72,180.91,126.38,1.02,0.03033,21
P001-2023-06-0009,P001,2023-06-11,2025-03,2204.41,81.56,92.35,3.09,0.0341,22
P001-2023-06-0009,P001,2023-06-11,2025-04,2089.25,161.2,46.04,0.0,0.03363,23
P001-2023-06-0009,P001,2023-06-11,2025-05,2184.32,39.03,185.74,51.65,0.03233,24
P001-2023-06-0009,P001,2023-06-11,2025-06,2098.17,160.2,92.54,18.49,0.03323,25
P001-2023-06-0010,P001,2023-06-01,2023-06,1963.96,221.75,60.82,26.76,0.04043,1
P001-2023-06-0010,P001,2023-06-01,2023-07,1908.99,124.34,80.99,11.62,0.0333,2
P001-2023-06-0010,P001,2023-06-01,2023-08,1903.89,98.69,101.3,7.71,0.02737,3
P001-2023-06-0010,P001,2023-06-01,2023-09,1867.76,76.76,83.02,42.39,0.03438,4
P001-2023-06-0010,P001,2023-06-01,2023-10,1757.4,181.66,111.08,39.79,0.03348,5
P001-2023-06-0010,P001,2023-06-01,2023-11,1768.49,47.59,88.56,29.89,0.0338,6
P001-2023-06-0010,P001,2023-06-01,2023-12,1690.66,150.69,116.85,43.99,0.02962,7
P001-2023-06-0010,P001,2023-06-01,2024-01,1625.3,106.61,59.5,18.24,0.02854,8
P001-2023-06-0010,P001,2023-06-01,2024-02,1628.87,49.31,76.46,23.57,0.03092,9
P001-2023-06-0011,P001,2023-06-12,2023-06,7004.05,391.93,253.85,52.51,0.02975,1
P001-2023-06-0011,P001,2023-06-12,2023-07,7242.64,0.0,246.0,7.41,0.0317,2
P001-2023-06-0011,P001,2023-06-12,2023-08,7168.02,398.72,489.85,165.74,0.02994,3
P001-2023-06-0011,P001,2023-06-12,2023-09,6816.23,430.9,273.99,194.88,0.03211,4
P001-2023-06-0011,P001,2023-06-12,2023-10,6487.69,411.94,198.6,115.2,0.026,5
P001-2023-06-0011,P001,2023-06-12,2023-11,6212.83,589.77,391.73,76.82,0.03085,6
P001-2023-06-0011,P001,2023-06-12,2023-12,5819.74,502.83,178.75,69.0,0.03282,7
P001-2023-06-0011,P001,2023-06-12,2024-01,5718.08,101.67,0.0,0.0,0.03642,8
P001-2023-06-0011,P001,2023-06-12,2024-02,5592.37,174.09,56.34,7.96,0.03124,9
P001-2023-06-0011,P001,2023-06-12,2024-03,5495.47,274.54,177.64,0.0,0.03741,10
P001-2023-06-0011,P001,2023-06-12,2024-04,5289.88,315.74,110.15,0.0,0.03165,11
P001-2023-06-0011,P001,2023-06-12,2024-05,5156.57,383.64,250.34,0.0,0.03245,12
P001-2023-06-0011,P001,2023-06-12,2024-06,5120.35,307.75,271.53,0.0,0.0296,13
P001-2023-06-0011,P001,2023-06-12,2024-07,4972.74,285.56,267.59,129.64,0.0331,14
P001-2023-06-0011,P001,2023-06-12,2024-08,4512.18,586.85,273.51,147.22,0.03123,15
P001-2023-06-0011,P001,2023-06-12,2024-09,4699.2,127.48,314.49,0.0,0.02922,16
P001-2023-06-0011,P001,2023-06-12,2024-10,4672.0,190.24,178.34,15.31,0.03326,17
P001-2023-06-0011,P001,2023-06-12,2024-11,4661.9,322.02,400.08,88.15,0.02936,18
P001-2023-06-0011,P001,2023-06-12,2024-12,4781.85,0.0,119.95,0.0,0.03144,19
P001-2023-06-0011,P001,2023-06-12,2025-01,4336.13,476.98,76.95,45.69,0.02525,20
P001-2023-06-0011,P001,2023-06-12,2025-02,4368.38,142.98,241.31,66.08,0.03323,21
P001-2023-06-0011,P001,2023-06-12,2025-03,4236.02,336.3,223.62,19.68,0.03027,22
P001-2023-06-0011,P001,2023-06-12,2025-04,4108.29,295.72,176.77,8.79,0.02845,23
P001-2023-06-0011,P001,2023-06-12,2025-05,3792.1,437.76,215.13,93.54,0.03371,24
P001-2023-06-0011,P001,2023-06-12,2025-06,3516.62,346.39,111.41,40.5,0.03705,25
P001-2023-06-0012,P001,2023-06-27,2023-06,4145.13,251.68,133.58,38.04,0.03439,1
P001-2023-06-0012,P001,2023-06-27,2023-07,3937.16,322.52,219.71,105.16,0.03399,2
P001-2023-06-0012,P001,2023-06-27,2023-08,3921.16,162.57,186.86,40.29,0.03088,3
P001-2023-06-0012,P001,2023-06-27,2023-09,3810.89,209.62,185.37,86.02,0.03686,4
P001-2023-06-0012,P001,2023-06-27,2023-10,3740.77,235.57,213.09,47.65,0.02596,5
P001-2023-06-0012,P001,2023-06-27,2023-11,3679.59,316.94,299.52,43.76,0.03193,6
P001-2023-06-0012,P001,2023-06-27,2023-12,3362.47,249.22,0.0,67.91,0.03082,7
P001-2023-06-0012,P001,2023-06-27,2024-01,3279.34,104.37,56.66,35.42,0.03002,8
P001-2023-06-0012,P001,2023-06-27,2024-02,3155.32,270.92,171.46,24.56,0.02436,9
P001-2023-06-0012,P001,2023-06-27,2024-03,3338.75,0.0,204.02,20.59,0.02901,10
P001-2023-06-0012,P001,2023-06-27,2024-04,3134.16,240.79,88.47,52.27,0.03441,11
P001-2023-06-0012,P001,2023-06-27,2024-05,3166.03,48.42,148.94,68.65,0.03139,12
P001-2023-06-0012,P001,2023-06-27,2024-06,3210.84,41.52,125.23,38.9,0.03032,13
P001-2023-06-0012,P001,2023-06-27,2024-07,3000.59,180.72,26.4,55.93,0.03288,14
P001-2023-06-0012,P001,2023-06-27,2024-08,2926.5,204.35,172.63,42.37,0.02878,15
P001-2023-06-0012,P001,2023-06-27,2024-09,2645.47,413.58,155.57,23.01,0.03341,16
P001-2023-06-0012,P001,2023-06-27,2024-10,2657.59,116.93,129.05,0.0,0.03328,17
P001-2023-06-0012,P001,2023-06-27,2024-11,2468.82,232.48,67.38,23.68,0.03298,18
P001-2023-06-0013,P001,2023-06-11,2023-06,1859.55,143.52,28.8,59.24,0.03369,1
P001-2023-06-0013,P001,2023-06-11,2023-07,1812.51,88.68,55.52,13.87,0.03087,2
P001-2023-06-0013,P001,2023-06-11,2023-08,1655.32,155.62,9.67,11.24,0.03475,3
P001-2023-06-0013,P001,2023-06-11,2023-09,1571.9,161.18,110.2,32.44,0.02862,4
P001-2023-06-0013,P001,2023-06-11,2023-10,1613.56,18.61,75.6,15.34,0.03449,5
P001-2023-06-0013,P001,2023-06-11,2023-11,1533.0,110.91,70.26,39.91,0.03367,6
P001-2023-06-0013,P001,2023-06-11,2023-12,1500.18,84.41,51.59,0.0,0.0234,7
P001-2023-06-0013,P001,2023-06-11,2024-01,1421.17,105.15,27.41,1.26,0.03575,8
P001-2023-06-0013,P001,2023-06-11,2024-02,1357.62,104.98,41.43,0.0,0.03643,9
P001-2023-06-0013,P001,2023-06-11,2024-03,1302.07,104.9,49.35,0.0,0.03381,10
P001-2023-06-0013,P001,2023-06-11,2024-04,1284.46,58.92,46.77,5.46,0.03103,11
P001-2023-06-0013,P001,2023-06-11,2024-05,1256.41,76.73,68.12,19.44,0.03277,12
P001-2023-06-0013,P001,2023-06-11,2024-06,1114.61,122.91,10.86,29.75,0.03869,13
P001-2023-06-0013,P001,2023-06-11,2024-07,1070.58,99.35,66.78,11.46,0.03869,14
P001-2023-06-0013,P001,2023-06-11,2024-08,999.88,109.24,51.18,12.65,0.03137,15
P001-2023-06-0013,P001,2023-06-11,2024-09,961.21,79.63,58.42,17.45,0.03447,16
P001-2023-06-0013,P001,2023-06-11,2024-10,960.57,10.51,21.76,11.89,0.02921,17
P001-2023-06-0013,P001,2023-06-11,2024-11,918.5,21.69,0.0,20.37,0.03068,18
P001-2023-06-0013,P001,2023-06-11,2024-12,827.08,94.75,11.19,7.86,0.03308,19
P001-2023-06-0014,P001,2023-06-17,2023-06,2631.89,112.78,90.5,18.02,0.03655,1
P001-2023-06-0014,P001,2023-06-17,2023-07,2419.29,273.76,84.47,23.31,0.03168,2
P001-2023-06-0014,P001,2023-06-17,2023-08,2383.87,171.09,183.16,47.49,0.03227,3
P001-2023-06-0014,P001,2023-06-17,2023-09,2262.61,213.73,117.27,24.8,0.02944,4
P001-2023-06-0014,P001,2023-06-17,2023-10,2247.66,15.77,25.92,25.1,0.02792,5
P001-2023-06-0014,P001,2023-06-17,2023-11,2106.84,122.0,0.0,18.82,0.03196,6
P001-2023-06-0014,P001,2023-06-17,2023-12,1909.88,234.23,67.81,30.55,0.02763,7
P001-2023-06-0014,P001,2023-06-17,2024-01,1836.09,159.15,89.0,3.64,0.03234,8
P001-2023-06-0014,P001,2023-06-17,2024-02,1794.54,120.01,85.5,7.05,0.02788,9
P001-2023-06-0014,P001,2023-06-17,2024-03,1739.22,88.63,33.32,0.0,0.03013,10
P001-2023-06-0014,P001,2023-06-17,2024-04,1783.3,42.71,94.33,7.54,0.02855,11
P001-2023-06-0014,P001,2023-06-17,2024-05,1744.02,95.67,83.11,26.73,0.03598,12
P001-2023-06-0014,P001,2023-06-17,2024-06,1753.26,111.57,139.43,18.62,0.03187,13
P001-2023-06-0014,P001,2023-06-17,2024-07,1715.42,16.71,0.09,21.22,0.03469,14
P001-2023-06-0014,P001,2023-06-17,2024-08,1769.86,3.37,57.8,0.0,0.03594,15
P001-2023-06-0014,P001,2023-06-17,2024-09,1713.54,83.65,64.13,36.79,0.0313,16
P001-2023-06-0014,P001,2023-06-17,2024-10,1552.34,134.54,0.0,26.65,0.03149,17
P001-2023-06-0014,P001,2023-06-17,2024-11,1390.95,186.69,25.93,0.63,0.03494,18
P001-2023-06-0014,P001,2023-06-17,2024-12,1263.7,146.73,29.76,10.28,0.02694,19
P001-2023-06-0014,P001,2023-06-17,2025-01,1174.42,127.53,47.9,9.65,0.03271,20
P001-2023-06-0014,P001,2023-06-17,2025-02,1149.94,84.4,59.92,0.0,0.02959,21
P001-2023-06-0015,P001,2023-06-27,2023-06,5992.76,111.06,193.92,22.04,0.03025,1
P001-2023-06-0015,P001,2023-06-27,2023-07,5959.67,333.35,336.69,36.43,0.03431,2
P001-2023-06-0015,P001,2023-06-27,2023-08,5850.12,189.48,101.69,21.76,0.02955,3
P001-2023-06-0015,P001,2023-06-27,2023-09,6037.06,72.47,319.38,59.97,0.03249,4
P001-2023-06-0015,P001,2023-06-27,2023-10,6178.02,98.96,239.92,0.0,0.03302,5
P001-2023-06-0016,P001,2023-06-16,2023-06,7661.23,777.61,381.25,68.83,0.02536,1
